id,label,kind,region,notes,parents
hema,HEMA,practice,Global,,combat_weapon:contains
heptathlon,Heptathlon,practice,Global,,sport_athletics:contains
herding_on_foot,Herding on foot,practice,Global,,occupational_agri:contains
hide_and_seek,Hide-and-seek,practice,Global,,play_child:contains
high_crawl,High crawl,practice,Global,,military_tactical:contains
high_diving,High diving,practice,Global,,outdoor_air:contains
high_jump,High jump,practice,Global,,sport_athletics:contains
highland_games,Highland games,practice,Global,,sport_strength:contains
hiit,HIIT,practice,Global,,fitness_endurance:contains
hiking,Hiking,practice,Global,,locomotion_bipedal:contains
hindu_pradakshina,Hindu pradakshina,practice,Global,,ritual_devotional:contains
hindu_prostrations,Hindu prostrations,practice,Global,,ritual_devotional:contains
hip_hop_freestyle,Hip-hop freestyle,practice,Global urban,,dance_urban:contains
hippotherapy,Hippotherapy,practice,Global,,healing_rehab:contains
hoeing,Hoeing,practice,Global,,occupational_agri:contains
holotropic_breathwork_movement,Holotropic breathwork movement,practice,Global,,somatics_breath:contains
hoop_dance,Hoop dance,practice,Americas,,dance_indigenous_americas:contains
hoop_manipulation,Hoop manipulation,practice,Global,,acro_object:contains
hopscotch,Hopscotch,practice,Global,,play_child:contains
hora,Hora,practice,Europe,,dance_europe_folk:contains
hornussen,Hornussen,practice,Global,,sport_traditional:contains
horse_archery,Horse archery,practice,Global,,animal_equestrian:contains | combat_weapon:cross-link | sport_precision:cross-link
horseshoes,Horseshoes,practice,Global,,sport_precision:contains
house_dance,House dance,practice,Global urban,,dance_urban:contains
housecleaning_movement,Housecleaning movement,practice,Global,,occupational_domestic:contains
hula,Hula,practice,Pacific,,dance_pacific:contains
hula_pacific_cross_linked,"Hula? Pacific, cross-linked",practice,Southeast Asia,,dance_se_asia:contains
human_pyramids,Human pyramids,practice,Global,,acro_circus:contains
hung_gar,Hung gar,practice,Global,,combat_regional:contains
hurdling,Hurdling,practice,Global,,sport_athletics:contains
hurling,Hurling,practice,Global,,sport_ball_team:contains
hustle,Hustle,practice,Global,,dance_ballroom:contains
hwa_rang_do,Hwa Rang Do,practice,Global,,combat_regional:contains
iaido,Iaido,practice,Global,,combat_weapon:contains
iaijutsu,Iaijutsu,practice,Global,,combat_weapon:contains
ice_climbing,Ice climbing,practice,Cold climates,,sport_winter:contains
ice_hockey,Ice hockey,practice,Global,,sport_ball_team:contains
ice_swimming,Ice swimming,practice,Global,,aquatic_swim:contains
ideokinesis,Ideokinesis,practice,Western / global,,somatics_western:contains
ido_portal_style_movement_culture,Ido Portal-style movement culture,practice,Global,,fitness_natural:contains
indlamu,Indlamu,practice,Africa,,dance_african:contains
infant_carrying,Infant carrying,practice,Global,,occupational_domestic:contains
inline_skating,Inline skating,practice,Global,,sport_wheeled:contains
interactive_cycling,Interactive cycling,practice,Global,,digital_exergaming:contains
interval_training,Interval training,practice,Global,,fitness_endurance:contains
inuit_drum_dance,Inuit drum dance,practice,Americas,,dance_indigenous_americas:contains
irish_ceili,Irish céilí,practice,Europe,,dance_europe_folk:contains
irish_set_dance,Irish set dance,practice,Europe,,dance_europe_folk:contains
islamic_tawaf,Islamic tawaf,practice,Global,,ritual_devotional:contains
isometrics,Isometrics,practice,Global,,fitness_resistance:contains
iyengar_yoga,Iyengar yoga,practice,South Asia / global,,somatics_yoga:contains
jai_alai,Jai alai,practice,Global,,sport_net_wall:contains
javanese_court_dance,Javanese court dance,practice,Southeast Asia,,dance_se_asia:contains
javelin_throw,Javelin throw,practice,Global,,sport_athletics:contains
jazz_dance,Jazz dance,practice,Global,,dance_stage:contains
jazzercise,Jazzercise,practice,Global,,fitness_group:contains
jeet_kune_do,Jeet Kune Do,practice,Global,,combat_hybrid:contains
jingle_dress_dance,Jingle dress dance,practice,Americas,,dance_indigenous_americas:contains
jivamukti_yoga,Jivamukti yoga,practice,South Asia / global,,somatics_yoga:contains
jive,Jive,practice,Global,,dance_ballroom:contains
jodo,Jodo,practice,Global,,combat_weapon:contains
joget,Joget,practice,Southeast Asia,,dance_se_asia:contains
jogging,Jogging,practice,Global,,locomotion_bipedal:contains
jojutsu,Jojutsu,practice,Global,,combat_weapon:contains
juba_dance,Juba dance,practice,African diaspora,,dance_afrodiasporic:contains
judo,Judo,practice,Global,,combat_grappling:contains
kabaddi,Kabaddi,practice,Global,,sport_ball_team:contains
kabuki_mie_and_kata,Kabuki mie and kata,practice,Global,,performance_theatre:contains
kabuki_movement,Kabuki movement,practice,East Asia,,dance_east_asia:contains
kagura,Kagura,practice,East Asia,,dance_east_asia:contains
kajukenbo,Kajukenbo,practice,Global,,combat_hybrid:contains
kalaripayattu,Kalaripayattu,practice,Global,,combat_regional:contains | dance_south_asia:cross-link | somatics_yoga:cross-link | performance_theatre:cross-link
kalaripayattu_derived_dance_movement,Kalaripayattu-derived dance movement,practice,South Asia,,dance_south_asia:contains
kalaripayattu_weapons,Kalaripayattu weapons,practice,Global,,combat_weapon:contains
karate,Karate,practice,Global,,combat_striking:contains
kathak,Kathak,practice,South Asia,,dance_south_asia:contains
kathakali,Kathakali,practice,South Asia,,dance_south_asia:contains | performance_theatre:cross-link | ritual_devotional:cross-link
kathakali_acting_movement,Kathakali acting movement,practice,Global,,performance_theatre:contains
kayaking,Kayaking,practice,Global,,aquatic_boats:contains
kendama,Kendama,practice,Global,,acro_object:contains
kendo,Kendo,practice,Global,,combat_weapon:contains
kenjutsu,Kenjutsu,practice,Global,,combat_weapon:contains
kettlebell_sport,Kettlebell sport,practice,Global,,sport_strength:contains
kettlebell_training,Kettlebell training,practice,Global,,fitness_resistance:contains
khaleegy,Khaleegy,practice,Middle East / North Africa,,dance_middle_east:contains
kho_kho,Kho kho,practice,Global,,sport_ball_team:contains
khon,Khon,practice,Southeast Asia,,dance_se_asia:contains
kickboxing,Kickboxing,practice,Global,,combat_striking:contains
kitesurfing,Kitesurfing,practice,Global,,aquatic_boards:contains
kizomba,Kizomba,practice,African diaspora,,dance_afrodiasporic:contains
kneading_dough,Kneading dough,practice,Global,,occupational_domestic:contains
kok_boru,Kok boru,practice,Global,,sport_traditional:contains
kolo,Kolo,practice,Europe,,dance_europe_folk:contains
kompa_dance,Kompa dance,practice,African diaspora,,dance_afrodiasporic:contains
korean_court_dance,Korean court dance,practice,East Asia,,dance_east_asia:contains
korean_fan_dance,Korean fan dance,practice,East Asia,,dance_east_asia:contains
kpanlogo,Kpanlogo,practice,Africa,,dance_african:contains
krabi_krabong,Krabi-krabong,practice,Global,,combat_weapon:contains
krav_maga,Krav Maga,practice,Global,,combat_hybrid:contains
kripalu_yoga,Kripalu yoga,practice,South Asia / global,,somatics_yoga:contains
krumping,Krumping,practice,Global urban,,dance_urban:contains
kuchipudi,Kuchipudi,practice,South Asia,,dance_south_asia:contains
kuduro,Kuduro,practice,Africa,,dance_african:contains
kun_khmer,Kun Khmer,practice,Global,,combat_striking:contains
kundalini_yoga,Kundalini yoga,practice,South Asia / global,,somatics_yoga:contains
kuntao,Kuntao,practice,Global,,combat_regional:contains
kurash,Kurash,practice,Global,,combat_grappling:contains
kyokushin_karate,Kyokushin karate,practice,Global,,combat_striking:contains
kyudo,Kyudo,practice,Global,,combat_weapon:contains
laban_bartenieff_movement_studies,Laban/Bartenieff Movement Studies,practice,Western / global,,somatics_western:contains
laban_movement_education,Laban movement education,practice,Global,,education_methods:contains
lacrosse,Lacrosse,practice,Global,,sport_ball_team:contains
lakalaka,Lakālaka,practice,Pacific,,dance_pacific:contains
lancashire_wrestling,Lancashire wrestling,practice,Global,,combat_grappling:contains
lavani,Lavani,practice,South Asia,,dance_south_asia:contains
lawn_bowls,Lawn bowls,practice,Global,,sport_precision:contains
leapfrog,Leapfrog,practice,Global,,play_child:contains
lecoq_technique,Lecoq technique,practice,Global,,performance_theatre:contains
legong,Legong,practice,Southeast Asia,,dance_se_asia:contains
les_mills_bodycombat,Les Mills BodyCombat,practice,Global,,fitness_group:contains
les_mills_bodypump,Les Mills BodyPump,practice,Global,,fitness_group:contains
lethwei,Lethwei,practice,Global,,combat_striking:contains
levantine_folk_dance,Levantine folk dance,practice,Middle East / North Africa,,dance_middle_east:contains
lifeguard_rescue_movement,Lifeguard rescue movement,practice,Global,,military_service:contains
likay_movement,Likay movement,practice,Southeast Asia,,dance_se_asia:contains
limalama,Limalama,practice,Global,,combat_regional:contains
lindy_hop,Lindy Hop,practice,Global,,dance_ballroom:contains
lion_dance,Lion dance,practice,Global,,ritual_procession:contains | acro_gymnastics:cross-link | performance_theatre:cross-link
litefeet,Litefeet,practice,Global urban,,dance_urban:contains
liuzijue,Liuzijue,practice,China / global,,somatics_chinese:contains
livestream_dance_classes,Livestream dance classes,practice,Global,,digital_exergaming:contains
loaded_carrying,Loaded carrying,practice,Global,,locomotion_bipedal:contains
loaded_marching,Loaded marching,practice,Global,,military_tactical:contains
locking,Locking,practice,Global urban,,dance_urban:contains
locomotion,"Locomotion, travel & terrain skills",domain,,,movement:contains
locomotion_bipedal,Bipedal locomotion cultures,family,Global,,locomotion:contains
locomotion_climbing,Climbing & vertical movement,family,Global,,locomotion:contains
locomotion_parkour,Obstacle negotiation & urban movement,family,Global,,locomotion:contains
log_rolling,Log rolling,practice,Global,,sport_traditional:contains
long_distance_running,Long-distance running,practice,Global,,sport_athletics:contains
long_jump,Long jump,practice,Global,,sport_athletics:contains
long_term_athlete_development,Long-term athlete development,practice,Global,,education_methods:contains
longboarding,Longboarding,practice,Global,,sport_wheeled:contains
low_crawl,Low crawl,practice,Global,,military_tactical:contains
luge,Luge,practice,Cold climates,,sport_winter:contains
luta_livre,Luta livre,practice,Global,,combat_grappling:contains
lyrical_dance,Lyrical dance,practice,Global,,dance_stage:contains
macebell_training,Macebell training,practice,Global,,fitness_resistance:contains
machine_resistance_training,Machine resistance training,practice,Global,,fitness_resistance:contains
makruk_movement_culture,Makruk movement culture,practice,Global,,sport_traditional:contains
malla_yuddha,Malla-yuddha,practice,Global,,combat_regional:contains
mambo,Mambo,practice,Global,,dance_ballroom:contains
mancala_related_embodied_play,Mancala-related embodied play,practice,Global,,sport_traditional:contains
manipuri,Manipuri,practice,South Asia,,dance_south_asia:contains
mapouka,Mapouka,practice,Africa,,dance_african:contains
mapuche_ceremonial_dance,Mapuche ceremonial dance,practice,Americas,,dance_indigenous_americas:contains
marathon_swimming,Marathon swimming,practice,Global,,aquatic_swim:contains
marbles_movement_play,Marbles movement play,practice,Global,,play_child:contains
marching,Marching,practice,Global,,locomotion_bipedal:contains | military_drill:cross-link
marching_drill,Marching drill,practice,Global,,military_drill:contains
marionette_performance,Marionette performance,practice,Global,,performance_puppetry:contains
martial_arts_pedagogy,Martial arts pedagogy,practice,Global,,education_methods:contains
mas_wrestling,Mas-wrestling,practice,Global,,sport_strength:contains
mat_pilates,Mat Pilates,practice,Global,,somatics_pilates:contains
matachines,Matachines,practice,Americas,,dance_indigenous_americas:contains
mazurka,Mazurka,practice,Europe,,dance_europe_folk:contains
mbalax_dance,Mbalax dance,practice,Africa,,dance_african:contains
mckenzie_method_exercises,McKenzie Method exercises,practice,Global,,healing_rehab:contains
medical_qigong,Medical qigong,practice,China / global,,somatics_chinese:contains
meke,Meke,practice,Pacific,,dance_pacific:contains
memphis_jookin,Memphis jookin,practice,Global urban,,dance_urban:contains
merengue,Merengue,practice,Global,,dance_ballroom:contains
mermaiding,Mermaiding,practice,Global,,aquatic_swim:contains
mesoamerican_ballgame_reconstruction,Mesoamerican ballgame reconstruction,practice,Global,,sport_traditional:contains
metabolic_conditioning,Metabolic conditioning,practice,Global,,fitness_endurance:contains
middle_distance_running,Middle-distance running,practice,Global,,sport_athletics:contains
military,"Military drill, tactical & service movement",domain,,,movement:contains
military_band_marching,Military band marching,practice,Global,,military_drill:contains
military_drill,Military drill & formation movement,family,Global,,military:contains
military_fitness_circuits,Military fitness circuits,practice,Global,,fitness_group:contains
military_service,Service movement cultures,family,Global,,military:contains
military_swimming,Military swimming,practice,Global,,military_tactical:contains
military_tactical,Tactical movement & field skills,family,Global,,military:contains
milking_postures,Milking postures,practice,Global,,occupational_agri:contains
mime,Mime,practice,Global,,performance_theatre:contains
mixed_martial_arts,Mixed martial arts,practice,Global,,combat_hybrid:contains
mode_choreographed,Choreographed,dimension,,,dimensions:contains | dance:characterized-by | performance:characterized-by
mode_competitive,Competitive,dimension,,,dimensions:contains | combat:characterized-by | sport:characterized-by
mode_cooperative,Cooperative,dimension,,,dimensions:contains
mode_group,Group/ensemble,dimension,,,dimensions:contains | dance:characterized-by | ritual:characterized-by | education:characterized-by
mode_improvised,Improvised,dimension,,,dimensions:contains | play:characterized-by
mode_partner,Partnered,dimension,,,dimensions:contains
mode_ritual,Ritualized,dimension,,,dimensions:contains | ritual:characterized-by
mode_solo,Solo,dimension,,,dimensions:contains | somatics:characterized-by
modern_dance,Modern dance,practice,Global,,dance_stage:contains
modern_pentathlon,Modern pentathlon,practice,Global,,sport_multisport:contains
mohiniyattam,Mohiniyattam,practice,South Asia,,dance_south_asia:contains
mongolian_bokh,Mongolian bökh,practice,Global,,combat_grappling:contains
mongolian_horse_racing,Mongolian horse racing,practice,Global,,animal_equestrian:contains
montessori_practical_life_movement,Montessori practical-life movement,practice,Global,,education_methods:contains
morna_dance,Morna dance,practice,Africa,,dance_african:contains
morris_dance,Morris dance,practice,Europe,,dance_europe_folk:contains
morris_processions,Morris processions,practice,Global,,ritual_procession:contains
motion_capture_performance,Motion capture performance,practice,Global,,digital_robotics:contains
motion_controlled_gaming,Motion-controlled gaming,practice,Global,,digital_exergaming:contains
mountain_biking,Mountain biking,practice,Global,,sport_wheeled:contains
mountain_rescue_movement,Mountain rescue movement,practice,Global,,military_service:contains
mountaineering,Mountaineering,practice,Global,,locomotion_climbing:contains
movement,Human movement practices & cultures,root,,Broadest practical-cultural map of deliberately cultivated human movement.,
movement_jams,Movement jams,practice,Global,,play_improv:contains
movnat,MovNat,practice,Global,,fitness_natural:contains
muay_lao,Muay Lao,practice,Global,,combat_striking:contains
muay_thai,Muay Thai,practice,Global,,combat_striking:contains
mushing,Mushing,practice,Global,,animal_other:contains
musical_theatre_dance,Musical theatre dance,practice,Global,,dance_stage:contains
musti_yuddha,Musti-yuddha,practice,Global,,combat_regional:contains
myofascial_release_movement,Myofascial release movement,practice,Global,,healing_bodywork:contains
naginatajutsu,Naginatajutsu,practice,Global,,combat_weapon:contains
ndombolo,Ndombolo,practice,Africa,,dance_african:contains
neigong,Neigong,practice,China / global,,somatics_chinese:contains
net_casting,Net casting,practice,Global,,occupational_hunt:contains
net_making,Net making,practice,Global,,occupational_craft:contains
netball,Netball,practice,Global,,sport_ball_team:contains
neuromotor_rehabilitation,Neuromotor rehabilitation,practice,Global,,healing_rehab:contains
nguni_stick_fighting,Nguni stick fighting,practice,Global,,combat_regional:contains
nihon_buyo,Nihon buyō,practice,East Asia,,dance_east_asia:contains
ninja_warrior_training,Ninja warrior training,practice,Global,,locomotion_parkour:contains
noh_actor_movement,Noh actor movement,practice,Global,,performance_theatre:contains
noh_movement,Noh movement,practice,East Asia,,dance_east_asia:contains
nordic_combined,Nordic combined,practice,Cold climates,,sport_winter:contains
nordic_walking,Nordic walking,practice,Global,,locomotion_bipedal:contains
northern_shaolin,Northern Shaolin,practice,Global,,combat_regional:contains
nuba_wrestling,Nuba wrestling,practice,Global,,combat_regional:contains
object_balancing,Object balancing,practice,Global,,acro_object:contains
object_theatre,Object theatre,practice,Global,,performance_puppetry:contains
obon_procession,Obon procession,practice,Global,,ritual_procession:contains
obstacle_course_racing,Obstacle course racing,practice,Global,,sport_multisport:contains
obstacle_course_racing_2,Obstacle course racing,practice,Global,,locomotion_parkour:contains
obstacle_course_training,Obstacle course training,practice,Global,,military_tactical:contains
occupational,"Work, craft & subsistence movement",domain,,,movement:contains
occupational_agri,Agricultural & pastoral movement cultures,family,Global,,occupational:contains
occupational_craft,Craft & manual-labour movement,family,Global,,occupational:contains
occupational_domestic,Domestic & caregiving movement cultures,family,Global,,occupational:contains
occupational_hunt,"Hunting, fishing & gathering movement",family,Global,,occupational:contains
occupational_therapy_movement_retraining,Occupational therapy movement retraining,practice,Global,,healing_rehab:contains
odissi,Odissi,practice,South Asia,,dance_south_asia:contains
oina,Oină,practice,Global,,sport_bat_ball:contains
olympic_weightlifting,Olympic weightlifting,practice,Global,,sport_strength:contains
online_follow_along_workouts,Online follow-along workouts,practice,Global,,digital_exergaming:contains
open_floor_movement,Open-floor movement,practice,Global,,play_improv:contains
open_water_swimming,Open-water swimming,practice,Global,,aquatic_swim:contains
orangetheory_style_interval_classes,OrangeTheory-style interval classes,practice,Global,,fitness_group:contains
orff_movement_pedagogy,Orff movement pedagogy,practice,Global,,education_methods:contains
orienteering,Orienteering,practice,Global,,sport_multisport:contains
orienteering_2,Orienteering,practice,Global,,outdoor_wilderness:contains
original_strength,Original Strength,practice,Global,,fitness_natural:contains
orthodox_christian_prostrations,Orthodox Christian prostrations,practice,Global,,ritual_devotional:contains
osteopathic_manipulative_exercise_integration,Osteopathic manipulative exercise integration,practice,Global,,healing_bodywork:contains
outdoor,"Outdoor, adventure & survival movement",domain,,,movement:contains
outdoor_air,Air & gravity sports,family,Global,,outdoor:contains
outdoor_education,Outdoor education,practice,Global,,education_methods:contains
outdoor_wilderness,Wilderness travel & fieldcraft,family,Global,,outdoor:contains
outrigger_canoeing,Outrigger canoeing,practice,Global,,aquatic_boats:contains
packrafting,Packrafting,practice,Global,,outdoor_wilderness:contains
padel,Padel,practice,Global,,sport_net_wall:contains
panantukan,Panantukan,practice,Global,,combat_striking:contains
pangalay,Pangalay,practice,Southeast Asia,,dance_se_asia:contains
pankration,Pankration,practice,Global,,combat_regional:contains
pantomime,Pantomime,practice,Global,,performance_theatre:contains
para_athletics,Para athletics,practice,Global,,healing_adaptive:contains
parade_marching,Parade marching,practice,Global,,military_drill:contains
paragliding,Paragliding,practice,Global,,outdoor_air:contains
park_fitness_groups,Park fitness groups,practice,Global,,fitness_group:contains
parkour,Parkour,practice,Global,,locomotion_parkour:contains | fitness_natural:cross-link | sport_athletics:cross-link | outdoor_wilderness:cross-link
parkour_conditioning,Parkour conditioning,practice,Global,,fitness_natural:contains
parkour_sport,Parkour sport,practice,Global,,acro_gymnastics:contains
partner_acrobatics,Partner acrobatics,practice,Global,,acro_circus:contains
paso_doble,Paso doble,practice,Global,,dance_ballroom:contains
patrolling,Patrolling,practice,Global,,military_tactical:contains
pearl_diving,Pearl diving,practice,Global,,aquatic_dive:contains
pehlwani_kushti,Pehlwani / kushti,practice,Global,,combat_grappling:contains
pelota_mixteca,Pelota mixteca,practice,Global,,sport_traditional:contains
pencak_silat,Pencak silat,practice,Global,,combat_regional:contains | dance_se_asia:cross-link | ritual_procession:cross-link | performance_theatre:cross-link
pencak_silat_weapons,Pencak silat weapons,practice,Global,,combat_weapon:contains
pentecostal_ecstatic_movement,Pentecostal ecstatic movement,practice,Global,,ritual_trance:contains
performance,"Theatre, mime & movement performance",domain,,,movement:contains
performance_puppetry,Puppetry & embodied manipulation,family,Global,,performance:contains
performance_theatre,Physical theatre & actor movement,family,Global,,performance:contains
persian_classical_dance,Persian classical dance,practice,Middle East / North Africa,,dance_middle_east:contains
persistence_hunting,Persistence hunting,practice,Global,,occupational_hunt:contains
pesapallo,Pesäpallo,practice,Global,,sport_bat_ball:contains
petanque,Pétanque,practice,Global,,sport_precision:contains
physical_education,Physical education,practice,Global,,education_methods:contains
physical_therapy_therapeutic_exercise,Physical therapy therapeutic exercise,practice,Global,,healing_rehab:contains
pickleball,Pickleball,practice,Global,,sport_net_wall:contains
pilgrimage_walking,Pilgrimage walking,practice,Global,,locomotion_bipedal:contains | ritual_devotional:cross-link
plate_spinning,Plate spinning,practice,Global,,acro_object:contains
platform_diving,Platform diving,practice,Global,,aquatic_dive:contains
play,"Play, improvisation & movement exploration",domain,,,movement:contains
play_child,Children’s movement play,family,Global,,play:contains
play_fighting,Play fighting,practice,Global,,play_improv:contains
play_improv,Improvisational movement exploration,family,Global,,play:contains
ploughing_by_hand,Ploughing by hand,practice,Global,,occupational_agri:contains
poi_dance,Poi dance,practice,Pacific,,dance_pacific:contains
poi_spinning,Poi spinning,practice,Global,,acro_object:contains
pole_vault,Pole vault,practice,Global,,sport_athletics:contains
police_defensive_tactics,Police defensive tactics,practice,Global,,military_service:contains
polo,Polo,practice,Global,,sport_ball_team:contains | animal_equestrian:cross-link
polo_2,Polo,practice,Global,,animal_equestrian:contains | animal_equestrian:cross-link
polonaise,Polonaise,practice,Europe,,dance_europe_folk:contains
popping,Popping,practice,Global urban,,dance_urban:contains
porter_carrying_traditions,Porter carrying traditions,practice,Global,,occupational_craft:contains
postmodern_dance,Postmodern dance,practice,Global,,dance_stage:contains
postural_restoration_approaches,Postural restoration approaches,practice,Global,,healing_rehab:contains
pottery_wheel_work,Pottery wheel work,practice,Global,,occupational_craft:contains
power_yoga,Power yoga,practice,South Asia / global,,somatics_yoga:contains
powerlifting,Powerlifting,practice,Global,,sport_strength:contains
powerlifting_bench_only,Powerlifting bench-only,practice,Global,,sport_strength:contains
powwow_grand_entry,Powwow grand entry,practice,Global,,ritual_procession:contains
powwow_traditional_dance,Powwow traditional dance,practice,Americas,,dance_indigenous_americas:contains
pradal_serey,Pradal serey,practice,Global,,combat_striking:contains
pranayama_with_movement,Pranayama with movement,practice,Global,,somatics_breath:contains
prenatal_yoga,Prenatal yoga,practice,South Asia / global,,somatics_yoga:contains
primal_movement_flows,Primal movement flows,practice,Global,,fitness_natural:contains
proprioceptive_neuromuscular_facilitation,Proprioceptive neuromuscular facilitation,practice,Global,,healing_bodywork:contains
prosthetic_sport_movement,Prosthetic sport movement,practice,Global,,digital_robotics:contains
psychomotricity,Psychomotricity,practice,Global,,education_methods:contains
pulmonary_rehabilitation_exercise,Pulmonary rehabilitation exercise,practice,Global,,healing_rehab:contains
punting,Punting,practice,Global,,aquatic_boats:contains
push_hands,Push hands,practice,Eurasia,,combat_internal:contains
qigong,Qigong,practice,China / global,,somatics_chinese:contains | healing_rehab:cross-link | ritual_devotional:cross-link
qigong_martial_sets,Qigong martial sets,practice,Eurasia,,combat_internal:contains
quickstep,Quickstep,practice,Global,,dance_ballroom:contains
quoits,Quoits,practice,Global,,sport_precision:contains
qwan_ki_do,Qwan Ki Do,practice,Global,,combat_regional:contains
race_walking,Race walking,practice,Global,,sport_athletics:contains
race_walking_2,Race walking,practice,Global,,locomotion_bipedal:contains
racquetball,Racquetball,practice,Global,,sport_net_wall:contains
rafting,Rafting,practice,Global,,aquatic_boats:contains
ramvong,Ramvong,practice,Southeast Asia,,dance_se_asia:contains
rappelling,Rappelling,practice,Global,,military_tactical:contains
rave_as_secular_ritual,Rave as secular ritual,practice,Global,,ritual_trance:contains
real_tennis,Real tennis,practice,Global,,sport_net_wall:contains
reality_based_self_defence,Reality-based self-defence,practice,Global,,combat_hybrid:contains
red_rover,Red rover,practice,Global,,play_child:contains
reformer_pilates,Reformer Pilates,practice,Global,,somatics_pilates:contains
reindeer_herding_movement,Reindeer herding movement,practice,Global,,animal_other:contains
reining,Reining,practice,Global,,animal_equestrian:contains
release_technique,Release technique,practice,Global,,dance_stage:contains
resistance_band_training,Resistance-band training,practice,Global,,fitness_resistance:contains
restorative_yoga,Restorative yoga,practice,South Asia / global,,somatics_yoga:contains
rhythm_game_movement,Rhythm-game movement,practice,Global,,digital_exergaming:contains
rhythmic_gymnastics,Rhythmic gymnastics,practice,Global,,acro_gymnastics:contains | dance_stage:cross-link | sport_precision:cross-link
rice_planting,Rice planting,practice,Global,,occupational_agri:contains
rifle_drill,Rifle drill,practice,Global,,military_drill:contains
ring_juggling,Ring juggling,practice,Global,,acro_object:contains
riot_control_formation_movement,Riot-control formation movement,practice,Global,,military_service:contains
ritual,"Ritual, devotional & ceremonial movement",domain,,,movement:contains
ritual_devotional,Devotional embodied practices,family,Global,,ritual:contains
ritual_procession,Processional & festival movement,family,Global,,ritual:contains
ritual_trance,"Trance, possession & ecstatic movement",family,Global,,ritual:contains
river_surfing,River surfing,practice,Global,,aquatic_boards:contains
road_cycling,Road cycling,practice,Global,,sport_wheeled:contains
road_running,Road running,practice,Global,,sport_athletics:contains
robot,Robot,practice,Global urban,,dance_urban:contains
rodeo_riding,Rodeo riding,practice,Global,,animal_equestrian:contains
rogaining,Rogaining,practice,Global,,sport_multisport:contains
rogaining_2,Rogaining,practice,Global,,outdoor_wilderness:contains
rolf_movement_integration,Rolf Movement Integration,practice,Western / global,,somatics_western:contains
roller_derby,Roller derby,practice,Global,,sport_wheeled:contains
roller_skating,Roller skating,practice,Global,,sport_wheeled:contains
room_clearing,Room clearing,practice,Global,,military_tactical:contains
rope_acrobatics,Rope acrobatics,practice,Global,,acro_circus:contains
rope_assault_course,Rope assault course,practice,Global,,military_tactical:contains
rope_climbing,Rope climbing,practice,Global,,locomotion_climbing:contains
rough_and_tumble_play,Rough-and-tumble play,practice,Global,,play_child:contains
rounders,Rounders,practice,Global,,sport_bat_ball:contains
rowing,Rowing,practice,Global,,aquatic_boats:contains
rowing_ergometer_training,Rowing ergometer training,practice,Global,,fitness_endurance:contains
rucking,Rucking,practice,Global,,fitness_endurance:contains | military_tactical:cross-link | locomotion_bipedal:cross-link
rucking_2,Rucking,practice,Global,,locomotion_bipedal:contains | military_tactical:cross-link | locomotion_bipedal:cross-link
rugby_league,Rugby league,practice,Global,,sport_ball_team:contains
rugby_sevens,Rugby sevens,practice,Global,,sport_ball_team:contains
rugby_union,Rugby union,practice,Global,,sport_ball_team:contains
rumba_ballroom,Rumba ballroom,practice,Global,,dance_ballroom:contains
running,Running,practice,Global,,locomotion_bipedal:contains
russian_swing,Russian swing,practice,Global,,acro_circus:contains
ryukyuan_dance,Ryukyuan dance,practice,East Asia,,dance_east_asia:contains
sabar,Sabar,practice,Africa,,dance_african:contains
saidi,Saidi,practice,Middle East / North Africa,,dance_middle_east:contains
salsa,Salsa,practice,African diaspora,,dance_afrodiasporic:contains
salsa_casino,Salsa casino,practice,Global,,dance_ballroom:contains
samba,Samba,practice,African diaspora,,dance_afrodiasporic:contains
samba_ballroom,Samba ballroom,practice,Global,,dance_ballroom:contains
sambo,Sambo,practice,Global,,combat_grappling:contains
sanda,Sanda,practice,Global,,combat_striking:contains
sandbag_training,Sandbag training,practice,Global,,fitness_resistance:contains
santeria_orisha_dance,Santería orisha dance,practice,Global,,ritual_trance:contains
sasa,Sasa,practice,Pacific,,dance_pacific:contains
sattriya,Sattriya,practice,South Asia,,dance_south_asia:contains
savate,Savate,practice,Global,,combat_striking:contains
sawing_movement,Sawing movement,practice,Global,,occupational_craft:contains
schroth_method,Schroth method,practice,Global,,healing_rehab:contains
schuhplattler,Schuhplattler,practice,Europe,,dance_europe_folk:contains
schwingen,Schwingen,practice,Global,,combat_grappling:contains
scootering,Scootering,practice,Global,,sport_wheeled:contains
scottish_country_dance,Scottish country dance,practice,Europe,,dance_europe_folk:contains
scrambling,Scrambling,practice,Global,,outdoor_wilderness:contains
scuba_diving_movement,Scuba diving movement,practice,Global,,aquatic_dive:contains
scything,Scything,practice,Global,,occupational_agri:contains
sea_kayaking,Sea kayaking,practice,Global,,aquatic_boats:contains
search_and_rescue_movement,Search-and-rescue movement,practice,Global,,military_service:contains
second_line_parade,Second line parade,practice,Global,,ritual_procession:contains
semana_santa_processions,Semana Santa processions,practice,Global,,ritual_procession:contains
semba,Semba,practice,African diaspora,,dance_afrodiasporic:contains
sepak_raga,Sepak raga,practice,Global,,sport_traditional:contains
sepak_takraw,Sepak takraw,practice,Global,,sport_ball_team:contains
shadow_puppetry_manipulation,Shadow puppetry manipulation,practice,Global,,performance_puppetry:contains
shamanic_dance,Shamanic dance,practice,Global,,ritual_trance:contains
shangaan_electro_dance,Shangaan electro dance,practice,Africa,,dance_african:contains
