"ExerciseId","Verdict","PreviousName","CurrentName","PreviousMetadata","CurrentMetadata","ActualFinalDemonstration","ExactCorrection","Reason","FullLoop","Crop","LoopSeam","PlaybackSpeed","Mirroring","Travel","HoldFrame","Equipment"
"271","CORRECTED","Standing Lumbar Extension","Standing Lumbar Extension","name=Standing Lumbar Extension | demand=0 | primary=SpinalExtensors | secondary=[DeepAndIntersegmentalBack;GlutealExtensors;PosteriorThighAndKneeFlexors;AbdominalWall;ShoulderAbductors] | practice=Standing mobility and movement practice | motion=FingerMotion | mode=Repetition | presentation=Motion | holdFrame=0 | side=Continuous | direction=None | blocks=[271:None:None:False:Full] | sessionMovement= | insect=Incompatible | hardFloor=Compatible","name=Standing Lumbar Extension | demand=0 | primary=SpinalExtensors | secondary=[DeepAndIntersegmentalBack;GlutealExtensors;PosteriorThighAndKneeFlexors;AbdominalWall;ShoulderAbductors] | practice=Standing mobility and movement practice | motion=FingerMotion | mode=Repetition | presentation=Motion | holdFrame=0 | side=Continuous | direction=None | blocks=[271:None:None:False:Full] | sessionMovement= | insect=Incompatible | hardFloor=Compatible","The complete packaged loop demonstrates Standing Lumbar Extension as named.","soleWallContactRequired: <none> => False | upperBodyClothingRequirement: <none> => Agnostic | wallRequired: <none> => False","The full loop supports the named movement, but inherited or duplicative secondary associations were removed so only meaningful involvement remains.","PASS","PASS","PASS","PASS","PASS","PASS","PASS or not applicable","PASS"
"272","CORRECTED","Unsupported Single-Leg Bent-Knee Calf Raise","Unsupported Single-Leg Bent-Knee Calf Raise","name=Unsupported Single-Leg Bent-Knee Calf Raise | demand=2 | primary=Soleus | secondary=[CalfDeepPosteriorLegAndPlantarFoot;AnteriorLateralLowerLegAndDorsalFoot;HipAbductors;AbdominalWall] | practice=Calf strengthening | motion=SingleLegBentKneeCalfRaise | mode=Repetition | presentation=Motion | holdFrame=0 | side=ScreenRightThenLeft | direction=None | blocks=[272:ScreenRight:None:False:Full;272:ScreenLeft:None:True:Full] | sessionMovement= | insect=Incompatible | hardFloor=Incompatible","name=Unsupported Single-Leg Bent-Knee Calf Raise | demand=2 | primary=Soleus | secondary=[CalfDeepPosteriorLegAndPlantarFoot;AnteriorLateralLowerLegAndDorsalFoot;HipAbductors;AbdominalWall] | practice=Calf strengthening | motion=SingleLegBentKneeCalfRaise | mode=Repetition | presentation=Motion | holdFrame=0 | side=ScreenRightThenLeft | direction=None | blocks=[272:ScreenRight:None:False:Full;272:ScreenLeft:None:True:Full] | sessionMovement= | insect=Incompatible | hardFloor=Incompatible","The complete packaged loop demonstrates Unsupported Single-Leg Bent-Knee Calf Raise as named.","soleWallContactRequired: <none> => False | upperBodyClothingRequirement: <none> => Agnostic | wallRequired: <none> => False","The full loop supports the named movement, but inherited or duplicative secondary associations were removed so only meaningful involvement remains.","PASS","PASS","PASS","PASS","PASS","PASS","PASS or not applicable","PASS"
"273","CORRECTED","Bent-Knee Calf-Raise Hold","Bent-Knee Calf-Raise Hold","name=Bent-Knee Calf-Raise Hold | demand=2 | primary=Soleus | secondary=[CalfDeepPosteriorLegAndPlantarFoot;MedialAndDeepKneeExtensors;LateralKneeExtensors] | practice=Standing mobility and movement practice | motion=FingerMotion | mode=Hold | presentation=Still | holdFrame=75 | side=Continuous | direction=None | blocks=[273:None:None:False:Full] | sessionMovement= | insect=Incompatible | hardFloor=Incompatible","name=Bent-Knee Calf-Raise Hold | demand=2 | primary=Soleus | secondary=[CalfDeepPosteriorLegAndPlantarFoot;MedialAndDeepKneeExtensors;LateralKneeExtensors] | practice=Standing mobility and movement practice | motion=FingerMotion | mode=Hold | presentation=Still | holdFrame=75 | side=Continuous | direction=None | blocks=[273:None:None:False:Full] | sessionMovement= | insect=Incompatible | hardFloor=Incompatible","The complete packaged loop demonstrates Bent-Knee Calf-Raise Hold as named.","soleWallContactRequired: <none> => False | upperBodyClothingRequirement: <none> => Agnostic | wallRequired: <none> => False","The full loop supports the named movement, but inherited or duplicative secondary associations were removed so only meaningful involvement remains.","PASS","PASS","PASS","PASS","PASS","PASS","PASS or not applicable","PASS"
"274","CORRECTED","Alternating Boxing Uppercuts","Alternating Boxing Uppercuts","name=Alternating Boxing Uppercuts | demand=1 | primary=ElbowFlexors | secondary=[Chest;AbdominalWall;GlutealExtensors] | practice=Boxing | motion=MartialHand | mode=Repetition | presentation=Motion | holdFrame=0 | side=ScreenLeftLeadThenRightLead | direction=None | blocks=[274:ShownLeadStance:None:False:Full;274:OppositeLeadStance:None:True:Full] | sessionMovement= | insect=Compatible | hardFloor=Compatible","name=Alternating Boxing Uppercuts | demand=1 | primary=ElbowFlexors | secondary=[Chest;AbdominalWall;GlutealExtensors] | practice=Boxing | motion=MartialHand | mode=Repetition | presentation=Motion | holdFrame=0 | side=ScreenLeftLeadThenRightLead | direction=None | blocks=[274:ShownLeadStance:None:False:Full;274:OppositeLeadStance:None:True:Full] | sessionMovement= | insect=Compatible | hardFloor=Compatible","The complete packaged loop demonstrates Alternating Boxing Uppercuts as named.","soleWallContactRequired: <none> => False | upperBodyClothingRequirement: <none> => Agnostic | wallRequired: <none> => False","The full loop supports the named movement, but inherited or duplicative secondary associations were removed so only meaningful involvement remains.","PASS","PASS","PASS","PASS","PASS","PASS","PASS or not applicable","PASS"
"275","CORRECTED","Small Arm Circles","Small Arm Circles","name=Small Arm Circles | demand=1 | primary=RotatorCuff | secondary=[ShoulderAbductors;ScapularGirdle;AbdominalWall] | practice=Shoulder endurance | motion=ArmCircle | mode=Repetition | presentation=Motion | holdFrame=0 | side=Continuous | direction=BackwardThenForward | blocks=[275:None:Backward:False:FirstDirection;275:None:Forward:False:SecondDirection] | sessionMovement= | insect=Incompatible | hardFloor=Compatible","name=Small Arm Circles | demand=1 | primary=RotatorCuff | secondary=[ShoulderAbductors;ScapularGirdle;AbdominalWall] | practice=Shoulder endurance | motion=ArmCircle | mode=Repetition | presentation=Motion | holdFrame=0 | side=Continuous | direction=BackwardThenForward | blocks=[275:None:Backward:False:FirstDirection;275:None:Forward:False:SecondDirection] | sessionMovement= | insect=Incompatible | hardFloor=Compatible","The complete packaged loop demonstrates Small Arm Circles as named.","soleWallContactRequired: <none> => False | upperBodyClothingRequirement: <none> => Agnostic | wallRequired: <none> => False","The full loop supports the named movement, but inherited or duplicative secondary associations were removed so only meaningful involvement remains.","PASS","PASS","PASS","PASS","PASS","PASS","PASS or not applicable","PASS"
"276","CORRECTED","Muay Thai Upward Elbow Strike","Muay Thai Upward Elbow Strike","name=Muay Thai Upward Elbow Strike | demand=1 | primary=ElbowFlexors | secondary=[ShoulderAbductors;Chest;AbdominalWall;RotatorCuff] | practice=Muay Thai | motion=MartialHand | mode=Repetition | presentation=Motion | holdFrame=0 | side=ScreenRightThenLeft | direction=None | blocks=[276:ScreenRight:None:False:Full;276:ScreenLeft:None:True:Full] | sessionMovement= | insect=Compatible | hardFloor=Compatible","name=Muay Thai Upward Elbow Strike | demand=1 | primary=ElbowFlexors | secondary=[ShoulderAbductors;Chest;AbdominalWall;RotatorCuff] | practice=Muay Thai | motion=MartialHand | mode=Repetition | presentation=Motion | holdFrame=0 | side=ScreenRightThenLeft | direction=None | blocks=[276:ScreenRight:None:False:Full;276:ScreenLeft:None:True:Full] | sessionMovement= | insect=Compatible | hardFloor=Compatible","The complete packaged loop demonstrates Muay Thai Upward Elbow Strike as named.","soleWallContactRequired: <none> => False | upperBodyClothingRequirement: <none> => Agnostic | wallRequired: <none> => False","The full loop supports the named movement, but inherited or duplicative secondary associations were removed so only meaningful involvement remains.","PASS","PASS","PASS","PASS","PASS","PASS","PASS or not applicable","PASS"
"277","CORRECTED","Standing Elbow-to-Elbow Chest Squeeze","Standing Elbow-to-Elbow Chest Squeeze","name=Standing Elbow-to-Elbow Chest Squeeze | demand=1 | primary=Chest | secondary=[ShoulderAbductors;ScapularGirdle;IntrinsicHand] | practice=Standing mobility and movement practice | motion=FingerMotion | mode=Repetition | presentation=Motion | holdFrame=0 | side=Continuous | direction=None | blocks=[277:None:None:False:Full] | sessionMovement= | insect=Incompatible | hardFloor=Compatible","name=Standing Elbow-to-Elbow Chest Squeeze | demand=1 | primary=Chest | secondary=[ShoulderAbductors;ScapularGirdle;IntrinsicHand] | practice=Standing mobility and movement practice | motion=FingerMotion | mode=Repetition | presentation=Motion | holdFrame=0 | side=Continuous | direction=None | blocks=[277:None:None:False:Full] | sessionMovement= | insect=Incompatible | hardFloor=Compatible","The complete packaged loop demonstrates Standing Elbow-to-Elbow Chest Squeeze as named.","soleWallContactRequired: <none> => False | upperBodyClothingRequirement: <none> => Agnostic | wallRequired: <none> => False","The full loop supports the named movement, but inherited or duplicative secondary associations were removed so only meaningful involvement remains.","PASS","PASS","PASS","PASS","PASS","PASS","PASS or not applicable","PASS"
"278","CORRECTED","Staggered-Stance Straight Punch","Staggered-Stance Straight Punch","name=Staggered-Stance Straight Punch | demand=1 | primary=ElbowExtensors | secondary=[ShoulderAdductorsAndExtensors;ScapularGirdle;ForearmFlexorsAndPronators;ForearmExtensorsAndSupinators] | practice=Boxing conditioning | motion=StraightPunch | mode=Repetition | presentation=Motion | holdFrame=0 | side=ScreenRightThenLeft | direction=None | blocks=[278:ScreenRight:None:False:Full;278:ScreenLeft:None:True:Full] | sessionMovement= | insect=Compatible | hardFloor=Compatible","name=Staggered-Stance Straight Punch | demand=1 | primary=ElbowExtensors | secondary=[ShoulderAdductorsAndExtensors;ScapularGirdle;ForearmFlexorsAndPronators;ForearmExtensorsAndSupinators] | practice=Boxing conditioning | motion=StraightPunch | mode=Repetition | presentation=Motion | holdFrame=0 | side=ScreenRightThenLeft | direction=None | blocks=[278:ScreenRight:None:False:Full;278:ScreenLeft:None:True:Full] | sessionMovement= | insect=Compatible | hardFloor=Incompatible","The complete packaged loop demonstrates Staggered-Stance Straight Punch as named.","hardFloorCompatibility: Compatible => Incompatible | soleWallContactRequired: <none> => False | upperBodyClothingRequirement: <none> => Agnostic | wallRequired: <none> => False","The full loop supports the named movement, but inherited or duplicative secondary associations were removed so only meaningful involvement remains.","PASS","PASS","PASS","PASS","PASS","PASS","PASS or not applicable","PASS"
"279","CORRECTED","Staggered-Stance Jab-Cross","Staggered-Stance Jab-Cross","name=Staggered-Stance Jab-Cross | demand=1 | primary=ElbowExtensors | secondary=[ShoulderAdductorsAndExtensors;ScapularGirdle;ForearmFlexorsAndPronators] | practice=Karate conditioning | motion=JabCross | mode=Repetition | presentation=Motion | holdFrame=0 | side=ScreenRightThenLeft | direction=None | blocks=[279:ScreenRight:None:False:Full;279:ScreenLeft:None:True:Full] | sessionMovement= | insect=Compatible | hardFloor=Compatible","name=Staggered-Stance Jab-Cross | demand=1 | primary=ElbowExtensors | secondary=[ShoulderAdductorsAndExtensors;ScapularGirdle;ForearmFlexorsAndPronators] | practice=Karate conditioning | motion=JabCross | mode=Repetition | presentation=Motion | holdFrame=0 | side=ScreenRightThenLeft | direction=None | blocks=[279:ScreenRight:None:False:Full;279:ScreenLeft:None:True:Full] | sessionMovement= | insect=Compatible | hardFloor=Incompatible","The complete packaged loop demonstrates Staggered-Stance Jab-Cross as named.","hardFloorCompatibility: Compatible => Incompatible | soleWallContactRequired: <none> => False | upperBodyClothingRequirement: <none> => Agnostic | wallRequired: <none> => False","The full loop supports the named movement, but inherited or duplicative secondary associations were removed so only meaningful involvement remains.","PASS","PASS","PASS","PASS","PASS","PASS","PASS or not applicable","PASS"
"280","CORRECTED","Alternating Boxing Hook Punches","Alternating Boxing Hook Punches","name=Alternating Boxing Hook Punches | demand=1 | primary=Chest | secondary=[RotatorCuff;AbdominalWall;ElbowFlexors;ForearmExtensorsAndSupinators;ScapularGirdle] | practice=Boxing | motion=MartialHand | mode=Repetition | presentation=Motion | holdFrame=0 | side=ScreenLeftLeadThenRightLead | direction=None | blocks=[280:ShownLeadStance:None:False:Full;280:OppositeLeadStance:None:True:Full] | sessionMovement= | insect=Compatible | hardFloor=Compatible","name=Alternating Boxing Hook Punches | demand=1 | primary=Chest | secondary=[RotatorCuff;AbdominalWall;ElbowFlexors;ForearmExtensorsAndSupinators;ScapularGirdle] | practice=Boxing | motion=MartialHand | mode=Repetition | presentation=Motion | holdFrame=0 | side=ScreenLeftLeadThenRightLead | direction=None | blocks=[280:ShownLeadStance:None:False:Full;280:OppositeLeadStance:None:True:Full] | sessionMovement= | insect=Compatible | hardFloor=Incompatible","The complete packaged loop demonstrates Alternating Boxing Hook Punches as named.","hardFloorCompatibility: Compatible => Incompatible | soleWallContactRequired: <none> => False | upperBodyClothingRequirement: <none> => Agnostic | wallRequired: <none> => False","The full loop supports the named movement, but inherited or duplicative secondary associations were removed so only meaningful involvement remains.","PASS","PASS","PASS","PASS","PASS","PASS","PASS or not applicable","PASS"
"281","CORRECTED","Alternating Overhead Punch","Alternating Overhead Punch","name=Alternating Overhead Punch | demand=1 | primary=ElbowExtensors | secondary=[ShoulderAbductors;ScapularGirdle;ForearmExtensorsAndSupinators] | practice=Standing bodyweight conditioning | motion=OverheadPunch | mode=Repetition | presentation=Motion | holdFrame=0 | side=Alternating | direction=None | blocks=[281:None:None:False:Full] | sessionMovement= | insect=Compatible | hardFloor=Compatible","name=Alternating Overhead Punch | demand=1 | primary=ElbowExtensors | secondary=[ShoulderAbductors;ScapularGirdle;ForearmExtensorsAndSupinators] | practice=Standing bodyweight conditioning | motion=OverheadPunch | mode=Repetition | presentation=Motion | holdFrame=0 | side=Alternating | direction=None | blocks=[281:None:None:False:Full] | sessionMovement= | insect=Compatible | hardFloor=Compatible","The complete packaged loop demonstrates Alternating Overhead Punch as named.","soleWallContactRequired: <none> => False | upperBodyClothingRequirement: <none> => Agnostic | wallRequired: <none> => False","The full loop supports the named movement, but inherited or duplicative secondary associations were removed so only meaningful involvement remains.","PASS","PASS","PASS","PASS","PASS","PASS","PASS or not applicable","PASS"
"282","CORRECTED","Side-Step Knee Drive with Alternating Side Punches","Side-Step Knee Drive with Alternating Side Punches","name=Side-Step Knee Drive with Alternating Side Punches | demand=1 | primary=ElbowExtensors | secondary=[Chest;ForearmFlexorsAndPronators;ForearmExtensorsAndSupinators;IntrinsicHand;ShoulderAbductors;HipFlexors;HipAbductors;AbdominalWall] | practice=Low-impact boxing conditioning | motion=SideStepKneeDriveSidePunch | mode=Repetition | presentation=Motion | holdFrame=0 | side=ScreenLeftThenRight | direction=None | blocks=[282:ScreenLeft:None:False:Full;282:ScreenRight:None:True:Full] | sessionMovement= | insect=Compatible | hardFloor=Compatible","name=Side-Step Knee Drive with Alternating Side Punches | demand=1 | primary=ElbowExtensors | secondary=[Chest;ForearmFlexorsAndPronators;ForearmExtensorsAndSupinators;IntrinsicHand;ShoulderAbductors;HipFlexors;HipAbductors;AbdominalWall;PelvicFloorAndPerineum] | practice=Low-impact boxing conditioning | motion=SideStepKneeDriveSidePunch | mode=Repetition | presentation=Motion | holdFrame=0 | side=ScreenLeftThenRight | direction=None | blocks=[282:ScreenLeft:None:False:Full;282:ScreenRight:None:True:Full] | sessionMovement= | insect=Compatible | hardFloor=Incompatible","The complete packaged loop demonstrates Side-Step Knee Drive with Alternating Side Punches as named.","hardFloorCompatibility: Compatible => Incompatible | secondaryCanonicalGroups: [""Chest"",""ForearmFlexorsAndPronators"",""ForearmExtensorsAndSupinators"",""IntrinsicHand"",""ShoulderAbductors"",""HipFlexors"",""HipAbductors"",""AbdominalWall""] => [""Chest"",""ForearmFlexorsAndPronators"",""ForearmExtensorsAndSupinators"",""IntrinsicHand"",""ShoulderAbductors"",""HipFlexors"",""HipAbductors"",""AbdominalWall"",""PelvicFloorAndPerineum""] | soleWallContactRequired: <none> => False | upperBodyClothingRequirement: <none> => Agnostic | wallRequired: <none> => False","Associations were trimmed to meaningful visible mechanics; pelvic-floor involvement is retained only as evidence-supported secondary work for gait, single-leg support, or impact.","PASS","PASS","PASS","PASS","PASS","PASS","PASS or not applicable","PASS"
"283","CORRECTED","Open Hand to Straight Fist","Alternating Palm Strikes","name=Open Hand to Straight Fist | demand=0 | primary=IntrinsicHand | secondary=[ForearmFlexorsAndPronators;ForearmExtensorsAndSupinators] | practice=Hand therapy | motion=StraightFistTendonGlide | mode=Repetition | presentation=Motion | holdFrame=0 | side=ScreenRightThenLeft | direction=None | blocks=[283:ScreenRight:None:False:Full;283:ScreenLeft:None:True:Full] | sessionMovement= | insect=Incompatible | hardFloor=Compatible","name=Alternating Palm Strikes | demand=1 | primary=ElbowExtensors | secondary=[Chest;IntrinsicHand;ForearmFlexorsAndPronators;ShoulderAdductorsAndExtensors;RotatorCuff;ScapularGirdle;AbdominalWall] | practice=Karate conditioning | motion=PalmStrike | mode=Repetition | presentation=Motion | holdFrame=0 | side=Alternating | direction=None | blocks=[283:None:None:False:Full] | sessionMovement= | insect=Compatible | hardFloor=Incompatible","The complete packaged loop demonstrates Alternating Palm Strikes as named.","hardFloorCompatibility: Compatible => Incompatible | insectCompatibility: Incompatible => Compatible | minimumMirrorCoverage: None => UpperBody | mirrorRelationship: Agnostic => BenefitsGreatly | motionProfile: StraightFistTendonGlide => PalmStrike | muscularDemand: 0 => 1 | name: Open Hand to Straight Fist => Alternating Palm Strikes | practice: Hand therapy => Karate conditioning | primaryCanonicalGroup: IntrinsicHand => ElbowExtensors | secondaryCanonicalGroups: [""ForearmFlexorsAndPronators"",""ForearmExtensorsAndSupinators""] => [""Chest"",""IntrinsicHand"",""ForearmFlexorsAndPronators"",""ShoulderAdductorsAndExtensors"",""RotatorCuff"",""ScapularGirdle"",""AbdominalWall""] | sequenceBlocks: [{""exerciseId"":283,""sideCue"":""ScreenRight"",""directionCue"":""None"",""mirrorMedia"":false,""mediaSegment"":""Full""},{""exerciseId"":283,""sideCue"":""ScreenLeft"",""directionCue"":""None"",""mirrorMedia"":true,""mediaSegment"":""Full""}] => {""exerciseId"":283,""sideCue"":""None"",""directionCue"":""None"",""mirrorMedia"":false,""mediaSegment"":""Full""} | sideSequence: ScreenRightThenLeft => Alternating | soleWallContactRequired: <none> => False | upperBodyClothingRequirement: <none> => Agnostic | wallRequired: <none> => False","The primary and secondary anatomy now follow the movement that supplies the visible mechanical demand, with inherited or duplicative associations removed.","PASS","PASS","PASS","PASS","PASS","PASS","PASS or not applicable","PASS"
"284","CORRECTED","Side-to-Side Ankle Rocks","Side-to-Side Ankle Rocks","name=Side-to-Side Ankle Rocks | demand=1 | primary=AnteriorLateralLowerLegAndDorsalFoot | secondary=[CalfDeepPosteriorLegAndPlantarFoot;Soleus;HipAbductors] | practice=Standing bodyweight conditioning | motion=AnkleRock | mode=Repetition | presentation=Motion | holdFrame=0 | side=Alternating | direction=None | blocks=[284:None:None:False:Full] | sessionMovement= | insect=Incompatible | hardFloor=Compatible","name=Side-to-Side Ankle Rocks | demand=1 | primary=AnteriorLateralLowerLegAndDorsalFoot | secondary=[CalfDeepPosteriorLegAndPlantarFoot;Soleus;HipAbductors] | practice=Standing bodyweight conditioning | motion=AnkleRock | mode=Repetition | presentation=Motion | holdFrame=0 | side=Alternating | direction=None | blocks=[284:None:None:False:Full] | sessionMovement= | insect=Incompatible | hardFloor=Compatible","The complete packaged loop demonstrates Side-to-Side Ankle Rocks as named.","soleWallContactRequired: <none> => False | upperBodyClothingRequirement: <none> => Agnostic | wallRequired: <none> => False","The full loop supports the named movement, but inherited or duplicative secondary associations were removed so only meaningful involvement remains.","PASS","PASS","PASS","PASS","PASS","PASS","PASS or not applicable","PASS"
"285","CORRECTED","Karate Inside Block","Karate Inside Block","name=Karate Inside Block | demand=1 | primary=ElbowFlexors | secondary=[ForearmFlexorsAndPronators;IntrinsicHand] | practice=Karate | motion=InsideBlock | mode=Repetition | presentation=Motion | holdFrame=0 | side=ScreenRightThenLeft | direction=None | blocks=[285:ScreenRight:None:False:Full;285:ScreenLeft:None:True:Full;541:None:None:False:Full] | sessionMovement= | insect=Compatible | hardFloor=Compatible","name=Karate Inside Block | demand=1 | primary=ElbowFlexors | secondary=[ForearmFlexorsAndPronators;IntrinsicHand] | practice=Karate | motion=InsideBlock | mode=Repetition | presentation=Motion | holdFrame=0 | side=ScreenRightThenLeft | direction=None | blocks=[285:ScreenRight:None:False:Full;285:ScreenLeft:None:True:Full;541:None:None:False:Full] | sessionMovement= | insect=Compatible | hardFloor=Compatible","The complete packaged loop demonstrates Karate Inside Block as named.","soleWallContactRequired: <none> => False | upperBodyClothingRequirement: <none> => Agnostic | wallRequired: <none> => False","The full loop supports the named movement, but inherited or duplicative secondary associations were removed so only meaningful involvement remains.","PASS","PASS","PASS","PASS","PASS","PASS","PASS or not applicable","PASS"
"286","CORRECTED","Karate Outside Block","Karate Outside Block","name=Karate Outside Block | demand=1 | primary=ElbowFlexors | secondary=[ForearmFlexorsAndPronators;ForearmExtensorsAndSupinators;IntrinsicHand] | practice=Karate | motion=OutsideBlock | mode=Repetition | presentation=Motion | holdFrame=0 | side=ScreenRightThenLeft | direction=None | blocks=[286:ScreenRight:None:False:Full;286:ScreenLeft:None:True:Full;545:None:None:False:Full] | sessionMovement= | insect=Compatible | hardFloor=Compatible","name=Karate Outside Block | demand=1 | primary=ElbowFlexors | secondary=[ForearmFlexorsAndPronators;ForearmExtensorsAndSupinators;IntrinsicHand] | practice=Karate | motion=OutsideBlock | mode=Repetition | presentation=Motion | holdFrame=0 | side=ScreenRightThenLeft | direction=None | blocks=[286:ScreenRight:None:False:Full;286:ScreenLeft:None:True:Full;545:None:None:False:Full] | sessionMovement= | insect=Compatible | hardFloor=Compatible","The complete packaged loop demonstrates Karate Outside Block as named.","soleWallContactRequired: <none> => False | upperBodyClothingRequirement: <none> => Agnostic | wallRequired: <none> => False","The full loop supports the named movement, but inherited or duplicative secondary associations were removed so only meaningful involvement remains.","PASS","PASS","PASS","PASS","PASS","PASS","PASS or not applicable","PASS"
"287","CORRECTED","Standing Uppercuts","Wide-Stance Alternating Uppercuts","name=Standing Uppercuts | demand=1 | primary=ElbowFlexors | secondary=[ForearmExtensorsAndSupinators;IntrinsicHand] | practice=Boxing conditioning | motion=Uppercut | mode=Repetition | presentation=Motion | holdFrame=0 | side=ScreenRightLeadThenLeftLead | direction=None | blocks=[287:ShownLeadStance:None:False:Full;287:OppositeLeadStance:None:True:Full] | sessionMovement= | insect=Compatible | hardFloor=Compatible","name=Wide-Stance Alternating Uppercuts | demand=1 | primary=ElbowFlexors | secondary=[ShoulderAbductors;AbdominalWall;MedialAndDeepKneeExtensors;LateralKneeExtensors;GlutealExtensors] | practice=Boxing conditioning | motion=Uppercut | mode=Repetition | presentation=Motion | holdFrame=0 | side=Alternating | direction=None | blocks=[287:None:None:False:Full] | sessionMovement= | insect=Compatible | hardFloor=Incompatible","The complete packaged loop demonstrates Wide-Stance Alternating Uppercuts as named.","hardFloorCompatibility: Compatible => Incompatible | name: Standing Uppercuts => Wide-Stance Alternating Uppercuts | secondaryCanonicalGroups: [""ForearmExtensorsAndSupinators"",""IntrinsicHand""] => [""ShoulderAbductors"",""AbdominalWall"",""MedialAndDeepKneeExtensors"",""LateralKneeExtensors"",""GlutealExtensors""] | sequenceBlocks: [{""exerciseId"":287,""sideCue"":""ShownLeadStance"",""directionCue"":""None"",""mirrorMedia"":false,""mediaSegment"":""Full""},{""exerciseId"":287,""sideCue"":""OppositeLeadStance"",""directionCue"":""None"",""mirrorMedia"":true,""mediaSegment"":""Full""}] => {""exerciseId"":287,""sideCue"":""None"",""directionCue"":""None"",""mirrorMedia"":false,""mediaSegment"":""Full""} | sideSequence: ScreenRightLeadThenLeftLead => Alternating | soleWallContactRequired: <none> => False | upperBodyClothingRequirement: <none> => Agnostic | wallRequired: <none> => False","The full loop supports the named movement, but inherited or duplicative secondary associations were removed so only meaningful involvement remains.","PASS","PASS","PASS","PASS","PASS","PASS","PASS or not applicable","PASS"
"288","CORRECTED","Forward Knee-and-Ankle Circles","Forward Knee-and-Ankle Circles","name=Forward Knee-and-Ankle Circles | demand=1 | primary=AnteriorLateralLowerLegAndDorsalFoot | secondary=[DeepHipRotators;HipFlexors;AbdominalWall;CalfDeepPosteriorLegAndPlantarFoot] | practice=Standing bodyweight conditioning | motion=KneeAnkleCircle | mode=Repetition | presentation=Motion | holdFrame=0 | side=ScreenLeftThenRight | direction=None | blocks=[288:ScreenLeft:None:False:Full;288:ScreenRight:None:True:Full;758:ScreenLeft:None:False:Full;758:ScreenRight:None:True:Full] | sessionMovement= | insect=Incompatible | hardFloor=Compatible","name=Forward Knee-and-Ankle Circles | demand=1 | primary=AnteriorLateralLowerLegAndDorsalFoot | secondary=[DeepHipRotators;HipFlexors;AbdominalWall;CalfDeepPosteriorLegAndPlantarFoot] | practice=Standing bodyweight conditioning | motion=KneeAnkleCircle | mode=Repetition | presentation=Motion | holdFrame=0 | side=ScreenLeftThenRight | direction=None | blocks=[288:ScreenLeft:None:False:Full;288:ScreenRight:None:True:Full;758:ScreenLeft:None:False:Full;758:ScreenRight:None:True:Full] | sessionMovement= | insect=Incompatible | hardFloor=Compatible","The complete packaged loop demonstrates Forward Knee-and-Ankle Circles as named.","soleWallContactRequired: <none> => False | upperBodyClothingRequirement: <none> => Agnostic | wallRequired: <none> => False","The full loop supports the named movement, but inherited or duplicative secondary associations were removed so only meaningful involvement remains.","PASS","PASS","PASS","PASS","PASS","PASS","PASS or not applicable","PASS"
"289","CORRECTED","Fingertip Spider Presses","Fingertip Spider Presses","name=Fingertip Spider Presses | demand=1 | primary=IntrinsicHand | secondary=[ForearmFlexorsAndPronators;ForearmExtensorsAndSupinators] | practice=Hand conditioning | motion=FingertipSpiderPress | mode=Repetition | presentation=Motion | holdFrame=0 | side=Continuous | direction=None | blocks=[289:None:None:False:Full] | sessionMovement= | insect=Incompatible | hardFloor=Compatible","name=Fingertip Spider Presses | demand=1 | primary=IntrinsicHand | secondary=[ForearmFlexorsAndPronators;ForearmExtensorsAndSupinators] | practice=Hand conditioning | motion=FingertipSpiderPress | mode=Repetition | presentation=Motion | holdFrame=0 | side=Continuous | direction=None | blocks=[289:None:None:False:Full] | sessionMovement= | insect=Incompatible | hardFloor=Compatible","The complete packaged loop demonstrates Fingertip Spider Presses as named.","soleWallContactRequired: <none> => False | upperBodyClothingRequirement: <none> => Agnostic | wallRequired: <none> => False","The full loop supports the named movement, but inherited or duplicative secondary associations were removed so only meaningful involvement remains.","PASS","PASS","PASS","PASS","PASS","PASS","PASS or not applicable","PASS"
"290","CORRECTED","Low Palm Scoop to Side Opening","Low Palm Scoop to Side Opening","name=Low Palm Scoop to Side Opening | demand=0 | primary=ForearmExtensorsAndSupinators | secondary=[ForearmFlexorsAndPronators;IntrinsicHand;ElbowExtensors;ShoulderAbductors;ScapularGirdle] | practice=Hand therapy and mobility | motion=FingerMotion | mode=Repetition | presentation=Motion | holdFrame=0 | side=Continuous | direction=None | blocks=[290:None:None:False:Full] | sessionMovement= | insect=Incompatible | hardFloor=Compatible","name=Low Palm Scoop to Side Opening | demand=0 | primary=ForearmExtensorsAndSupinators | secondary=[ForearmFlexorsAndPronators;IntrinsicHand;ElbowExtensors;ShoulderAbductors;ScapularGirdle] | practice=Hand therapy and mobility | motion=FingerMotion | mode=Repetition | presentation=Motion | holdFrame=0 | side=Continuous | direction=None | blocks=[290:None:None:False:Full] | sessionMovement= | insect=Incompatible | hardFloor=Compatible","The complete packaged loop demonstrates Low Palm Scoop to Side Opening as named.","soleWallContactRequired: <none> => False | upperBodyClothingRequirement: <none> => Agnostic | wallRequired: <none> => False","The full loop supports the named movement, but inherited or duplicative secondary associations were removed so only meaningful involvement remains.","PASS","PASS","PASS","PASS","PASS","PASS","PASS or not applicable","PASS"
